web-scraper-order,web-scraper-start-url,Name Sort ascending,Locality,Accessibility
"1681718724-5336","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
18 Rue d'Oultremont","Public"
"1681718724-5337","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
101 Rue de l'Escaut","Public"
"1681718724-5338","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
113 Rue de Genève","Public"
"1681718724-5339","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
18 Rue Gaston Biernaux","Public"
"1681718724-5340","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
5 Square Marie José","Public"
"1681718724-5341","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
145 Boulevard De Smet De Naeyer","Public"
"1681718724-5342","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
43 Rue Gérard","Public"
"1681718724-5343","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
2 Uruguaylaan","Public"
"1681718724-5344","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
147 Rue des Horticulteurs","Public"
"1681718724-5345","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
11 Avenue du Martin-Pêcheur","Public"
"1681718724-5346","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
2 Onze-Lieve-Vrouwvoorplein","Public"
"1681718724-5347","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
2 Kreupelenstraat","Public"
"1681718724-5348","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
2 Rue Pierre Vandevoorde","Public"
"1681718724-5349","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
51 Rue Stuyvenbergh","Public"
"1681718724-5350","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
5 Rue Marcel Gruner","Public"
"1681718724-5351","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
1 Place Jourdan","Public"
"1681718724-5352","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
16 Rue de Vrière","Public"
"1681718724-5353","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
165 Rue des Palais","Public"
"1681718724-5354","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
47 Rue Dubois-Thorn","Public"
"1681718724-5355","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
229 Avenue Josse Goffin","Public"
"1681718724-5356","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
1140 Chaussée de Wavre","Public"
"1681718724-5357","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
18 Rue de l'Argonne","Public"
"1681718724-5358","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
81 Drukpersstraat","Public"
"1681718724-5359","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
20 Rue de la Grande Haie","Public"
"1681718724-5360","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Rue de Serbie 1","Public"
"1681718724-5361","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
Avenue de l'Indépendance Belge","Public"
"1681718724-5362","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
90 Jachtlaan","Public"
"1681718724-5363","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
69 Rue de la Brasserie","Public"
"1681718724-5364","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
7 Rue du Sceptre","Public"
"1681718724-5365","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
Keizer Karellaan 122","Public"
"1681718724-5366","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
8 Avenue des Bouleaux","Public"
"1681718724-5367","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
36 Rue Molensteen","Public"
"1681718724-5368","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
149 Avenue Huart Hamoir","Public"
"1681718724-5369","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
25 Rue théophile vander Elst","Public"
"1681718724-5370","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
49 Rue du Clocher","Public"
"1681718724-5371","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
147A Zwartkeeltjeslaan","Public"
"1681718724-5372","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
556 Rue Vanderkindere","Public"
"1681718724-5373","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
48 Avenue Pierre Vanderbiest","Public"
"1681718724-5374","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
50 Drève du Rembucher","Public"
"1681718724-5375","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
2 Avenue de Broqueville","Public"
"1681718724-5376","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
72 Boulevard du Souverain","Public"
"1681718724-5377","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
28 Rue des Chalets","Public"
"1681718724-5378","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
181 Chausée de Vleurgat","Public"
"1681718724-5379","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
57 Avenue Van Overbeke","Public"
"1681718724-5380","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
306 Avenue Van Volxem","Public"
"1681718724-5381","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
3 Rue Tiebackx","Public"
"1681718724-5382","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
Rue Drootbeek 145","Public"
"1681718724-5383","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
18 Avenue du Bourgmestre Jean Neybergh","Public"
"1681718724-5384","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Rue Godefroid Devreese 53","Public"
"1681718724-5385","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
24 Allée des Lilas","Public"
"1681718724-5386","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
4 Rue Gaucheret","Public"
"1681718724-5387","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
170 Avenue des Grands Prix","Public"
"1681718724-5388","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Avenue Heydenberg 6","Public"
"1681718724-5389","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
54 Rue du Moulin à Papier","Public"
"1681718724-5390","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
252 Chaussee de Charleroi","Public"
"1681718724-5391","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
24 Grootgodhuisstraat","Public"
"1681718724-5392","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
132 Avenue Maréchal Joffre","Public"
"1681718724-5393","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
40 Zennestraat","Public"
"1681718724-5394","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
35 Boulevard Belgica","Public"
"1681718724-5395","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
25 Place Jamblinne de Meux","Public"
"1681718724-5396","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
48 Avenue Baron Albert d'Huart","Public"
"1681718724-5397","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
2 Boulevard du Souverain","Public"
"1681718724-5398","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
4 Rue Stevin","Public"
"1681718724-5399","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
25 Rue des Erables","Public"
"1681718724-5400","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
61 Rue Charles Malis","Public"
"1681718724-5401","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
2 Rue Cervantes","Public"
"1681718724-5402","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
39 Rue Ransfort","Public"
"1681718724-5403","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
88 Emile Zolalaan","Public"
"1681718724-5404","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
De Moerkerkestraat 29","Public"
"1681718724-5405","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
35 Rue Baron Dhanis","Public"
"1681718724-5406","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
93c Rue Archimède","Public"
"1681718724-5407","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
25 Rue Baron Dhanis","Public"
"1681718724-5408","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
41 Rue de Birmingham","Public"
"1681718724-5409","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
2 Rue Victor Oudart","Public"
"1681718724-5410","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
369 Rue Adolphe Willemyns","Public"
"1681718724-5411","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
168 Rue Général Leman","Public"
"1681718724-5412","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
2 Rue Emile Claus","Public"
"1681718724-5413","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
22 Allée des Freesias","Public"
"1681718724-5414","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
23 Place Saint-Antoine","Public"
"1681718724-5415","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
39 Amarantlaan","Public"
"1681718724-5416","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Abdij van Dieleghemstraat","Public"
"1681718724-5417","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
109 Square Eugène Plasky","Public"
"1681718724-5418","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Avenue de la Nielle","Public"
"1681718724-5419","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
64 Avenue Hendrik Conscience","Public"
"1681718724-5420","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
26 Barthélémylaan","Public"
"1681718724-5421","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
985 Chaussee d'Alsemberg","Public"
"1681718724-5422","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
71 Bd. Mettewie","Public"
"1681718724-5423","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Clos Hof ten Berg 11","Public"
"1681718724-5424","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
1 Avenue Joseph Wauters","Public"
"1681718724-5425","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
142 Boulevard du Souverain","Public"
"1681718724-5426","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
15 Avenue Jean Monnet","Public"
"1681718724-5427","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
57 Rue Edmond Tollenaere","Public"
"1681718724-5428","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
14 Rue du Congrès","Public"
"1681718724-5429","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
11 Square Marie Curie","Public"
"1681718724-5430","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
32 Charles Madouxlaan","Public"
"1681718724-5431","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
6 Avenue Lloyd George","Public"
"1681718724-5432","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
7 Place Terdelt","Public"
"1681718724-5433","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
10 Rue General Leman","Public"
"1681718724-5434","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
11 Parv. Saint-Jean-Baptiste","Public"
"1681718724-5435","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
4 Rue Volta","Public"
"1681718724-5436","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
43 Sint-Kristoffelsstraat","Public"
"1681718724-5437","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
49 Rue Alfred Dubois","Public"
"1681718724-5438","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
33 Avenue du Roi Albert","Public"
"1681718724-5439","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
98 Avenue de l'armée","Public"
"1681718724-5440","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
153 Avenue Ducpétiaux","Public"
"1681718724-5441","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
243 Avenue Paul Deschanel","Public"
"1681718724-5442","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
44 Rue Père de Deken","Public"
"1681718724-5443","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
287 Leopold-I straat","Public"
"1681718724-5444","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
23 Avenue Bourgmestre Jean Herinckx","Public"
"1681718724-5445","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
330 Avenue de Jette","Public"
"1681718724-5446","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
41 Broustinlaan","Public"
"1681718724-5447","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
366 Chaussee de Bruxelles","Public"
"1681718724-5448","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
4 Rue Emile Steeno","Public"
"1681718724-5449","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
2 Avenue A. J. Slegers","Public"
"1681718724-5450","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
350 Avenue de la Basilique","Public"
"1681718724-5451","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
144 Rue Théodore de Cuyper","Public"
"1681718724-5452","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
222 Avenue Louise","Public"
"1681718724-5453","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
4 Hermann Dumontplein","Public"
"1681718724-5454","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
91 Boulevard Louis Mettewie","Public"
"1681718724-5455","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
1424 Chaussée de Gand","Public"
"1681718724-5456","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
7 Square Prince Léopold","Public"
"1681718724-5457","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
95 Gatti de Gamondstraat","Public"
"1681718724-5458","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
62 Jean Notéstraat","Public"
"1681718724-5459","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
30 Dijlestraat","Public"
"1681718724-5460","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
199 De Haernestraat","Public"
"1681718724-5461","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
67 Boulevard des invalides","Public"
"1681718724-5462","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
54 Av. des Orangers","Public"
"1681718724-5463","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
14 Rue Claude Debussy","Public"
"1681718724-5464","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
86 Avenue Marcel Thiry","Public"
"1681718724-5465","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
43 Avenue Jules Malou","Public"
"1681718724-5466","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
1 Drève des Tumuli","Public"
"1681718724-5467","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
37 Rue du foyer Schaerbeekois","Public"
"1681718724-5468","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
1 Allée des coquelicots","Public"
"1681718724-5469","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
84 Avenue des Volontaires","Public"
"1681718724-5470","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
19 Rue de la Montagne","Public"
"1681718724-5471","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
61 Rue Delaunoy","Public"
"1681718724-5472","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
814 Chaussee de Wavre","Public"
"1681718724-5473","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
227 Rogierlaan","Public"
"1681718724-5474","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
117 Avenue Emile Vandervelde","Public"
"1681718724-5475","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
24 Rue de Klakkedelle","Public"
"1681718724-5476","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
21 Dahliastraat","Public"
"1681718724-5477","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
30 Rue de la Glacière","Public"
"1681718724-5478","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
2 Avenue Van Bever","Public"
"1681718724-5479","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
4 Rue des Soldats","Public"
"1681718724-5480","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
3 Rue Adolphe Mathieu","Public"
"1681718724-5481","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
341 Avenue Rogier","Public"
"1681718724-5482","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
227 Rue du Korenbeek","Public"
"1681718724-5483","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
14 Kroonveldstraat","Public"
"1681718724-5484","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
23 Van Volxemlaan","Public"
"1681718724-5485","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
82 Rue de Tervaete","Public"
"1681718724-5486","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Rue Solleveld 2","Public"
"1681718724-5487","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
112 Chaussee de Bruxelles","Public"
"1681718724-5488","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
83 Boulevard Brand Whitlock","Public"
"1681718724-5489","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
42 Rue Léon de Lantsheere","Public"
"1681718724-5490","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue Fulton 18","Public"
"1681718724-5491","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
6A Avenue du Sippelberg","Public"
"1681718724-5492","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
41 Rue Louis Hap","Public"
"1681718724-5493","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
98 Rue d'Ostende","Public"
"1681718724-5494","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
39 Avenue Marie de Hongrie","Public"
"1681718724-5495","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
61 Rue de l'Agriculteur","Public"
"1681718724-5496","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
2 Rue du Général Mac Arthur","Public"
"1681718724-5497","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
86 Rue Joseph II","Public"
"1681718724-5498","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
98 Rue du Menuisier","Public"
"1681718724-5499","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
23 Avenue de Tervueren","Public"
"1681718724-5500","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
54 Noordstraat","Public"
"1681718724-5501","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
139 Rue du ham","Public"
"1681718724-5502","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
4 Rue Saint-Hubert","Public"
"1681718724-5503","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
29 Rue de l'Escadron","Public"
"1681718724-5504","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
1520A Chaussée de Wavre","Public"
"1681718724-5505","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
74 Rue du Cornet","Public"
"1681718724-5506","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Quai a la Chaux 7","Public"
"1681718724-5507","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
17 Rue Armand de Saulnier","Public"
"1681718724-5508","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
Rue du Facteur 13","Public"
"1681718724-5509","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Chausse de Mons 901","Public"
"1681718724-5510","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
32 Avenue Notre-Dame de Lourdes","Public"
"1681718724-5511","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
2 Avenue L. Gribaumont","Public"
"1681718724-5512","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
15 Place Peter Benoit","Public"
"1681718724-5513","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
19 Avenues des Cattleyas (en face)","Public"
"1681718724-5514","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Avenue Le Marinel 18","Public"
"1681718724-5515","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
54 Rue Defacqz","Public"
"1681718724-5516","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
101 Avenue du Val d'Or","Public"
"1681718724-5517","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
48 Rue Baron Lambert","Public"
"1681718724-5518","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
18 Place Guy d'Arezzo","Public"
"1681718724-5519","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
8 Rue des Deux Tours","Public"
"1681718724-5520","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
7 Stroobantsstraat","Public"
"1681718724-5521","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
56 Avenue General Dumonceau","Public"
"1681718724-5522","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
11 Place Princesse Elisabeth","Public"
"1681718724-5523","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
177 Victor Allardstraat","Public"
"1681718724-5524","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
1159 Chaussée de Waterloo","Public"
