web-scraper-order,web-scraper-start-url,Name Sort ascending,Locality,Accessibility
"1681718724-5148","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Munthofstraat 74","Public"
"1681718724-5149","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Adolphe Prins 2","Public"
"1681718724-5150","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Ursulinenstraat 4","Semi-public"
"1681718724-5151","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Minimenstraat 36","Semi-public"
"1681718724-5152","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Pierre Hap Lemaitrestraat 10","Public"
"1681718724-5153","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue d’Italie 5","Public"
"1681718724-5154","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Herlevingslaan 31","Public"
"1681718724-5155","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
Van Volxemlaan 165","Public"
"1681718724-5156","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Dupontstraat 38","Public"
"1681718724-5157","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
Rue Pierre Géruzet 1","Semi-public"
"1681718724-5158","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Zonnebloemenstraat 18","Public"
"1681718724-5159","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
av de l'indépendance Belge 6","Public"
"1681718724-5160","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Avenue des Prisonniers Politiques, 6","Public"
"1681718724-5161","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Waterloosesteenweg 1113","Public"
"1681718724-5162","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Avenue de la topaze 4","Public"
"1681718724-5163","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Wansart 6","Public"
"1681718724-5164","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Avenue Joseph van Genegen 1","Public"
"1681718724-5165","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1066 elec-postal-1066
Jacques Pasturlaan 1","Public"
"1681718724-5166","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Vanderaeylaan 118","Public"
"1681718724-5167","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
Strijdvlegellaan 4","Public"
"1681718724-5168","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Chaussée de Vleurgat 268","Public"
"1681718724-5169","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
Zevenbunderslaan 271","Public"
"1681718724-5170","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Parvis Saint Pierre 13","Public"
"1681718724-5171","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Oude Graanmarkt 17","Public"
"1681718724-5172","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Clementinalaan 35","Public"
"1681718724-5173","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Mistrallaan 7","Semi-public"
"1681718724-5174","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Oorlogskruisenlaan 350","Public"
"1681718724-5175","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
rue de Linthout 69","Semi-public"
"1681718724-5176","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Avenue de l'Atlantique 14","Public"
"1681718724-5177","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
Rue Verte face 2","Semi-public"
"1681718724-5178","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Prins de Lignelaan 95","Public"
"1681718724-5179","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
av. Athénée Royal 89","Public"
"1681718724-5180","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
Avenue Du Geai 28","Public"
"1681718724-5181","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Albert Dumontlaan 28","Semi-public"
"1681718724-5182","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Avenue Rommelaere 215","Public"
"1681718724-5183","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Stationsstraat van Woluwe 120","Public"
"1681718724-5184","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Place St Job 13","Public"
"1681718724-5185","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Jan Stobbaert 60","Semi-public"
"1681718724-5186","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Chaussée de Waterloo 422","Public"
"1681718724-5187","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1066 elec-postal-1066
Cavell 83","Public"
"1681718724-5188","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
Kolonialelaan 27","Public"
"1681718724-5189","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Stokkelse Steenweg 258","Public"
"1681718724-5190","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Avenue des Volontaires 321","Public"
"1681718724-5191","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Chaussée de Waterloo 558","Public"
"1681718724-5192","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
rue des Garennes 125","Public"
"1681718724-5193","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
de Smet de Naeyerlaan 556","Public"
"1681718724-5194","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
général Lartigue 115","Public"
"1681718724-5195","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Drogenbossesteenweg 80","Semi-public"
"1681718724-5196","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1066 elec-postal-1066
Groelstveld 1","Public"
"1681718724-5197","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Vrij-Onderzoekstraat 8","Public"
"1681718724-5198","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Peter Eudore Devroyestraat 41","Public"
"1681718724-5199","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Clemenceaulaan 4","Public"
"1681718724-5200","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
Av. Joseph Chaudron 18","Public"
"1681718724-5201","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Homerusstraat coin servigne","Public"
"1681718724-5202","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
Rue de la Vignette 62","Public"
"1681718724-5203","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
rue Antoine Court 1","Public"
"1681718724-5204","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1066 elec-postal-1066
Beersellaan 126","Public"
"1681718724-5205","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Emile De Motlaan 8","Public"
"1681718724-5206","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Place de la Petite Suisse 7","Public"
"1681718724-5207","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
D'Hof te Overbeke 1","Public"
"1681718724-5208","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
rue Pierre Longin 28","Semi-public"
"1681718724-5209","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
Rue du Bien-Faire 42","Semi-public"
"1681718724-5210","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Oorlogskruisenlaan 212","Public"
"1681718724-5211","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Roodebeeklaan 301","Public"
"1681718724-5212","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1066 elec-postal-1066
Avenue du Jonc 31","Public"
"1681718724-5213","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Parvis de notre Dame 6","Public"
"1681718724-5214","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Sterrewachtlaan 96","Public"
"1681718724-5215","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
Clos Saint Martin 37","Public"
"1681718724-5216","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Uruguaylaan 15","Semi-public"
"1681718724-5217","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
Rue Des Valérianes 3","Public"
"1681718724-5218","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
rue du Cottage 96","Public"
"1681718724-5219","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
De Knoop 4","Public"
"1681718724-5220","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
René Reniersstraat 35","Public"
"1681718724-5221","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Avenue Juliette Wytsman 95","Public"
"1681718724-5222","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
rue Brichaut 15","Public"
"1681718724-5223","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1066 elec-postal-1066
Marie Depagestraat 24","Public"
"1681718724-5224","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
Floréallaan 85","Public"
"1681718724-5225","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Bergense Steenweg 709","Public"
"1681718724-5226","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
av de l'indépendance Belge 115","Semi-public"
"1681718724-5227","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1060 Saint-Gilles
rue Dethy 59","Public"
"1681718724-5228","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
Avenue d'Oppem 1","Public"
"1681718724-5229","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Edgar Tinelstraat 1","Public"
"1681718724-5230","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Brabançonnelaan 42","Public"
"1681718724-5231","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
Van Volxemlaan 437","Public"
"1681718724-5232","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Anatole Francestraat 94","Public"
"1681718724-5233","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
Sint-Lambertusstraat 135","Semi-public"
"1681718724-5234","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
Charles Lagrangesquare 2","Public"
"1681718724-5235","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
Boulevard des Invalides 220","Semi-public"
"1681718724-5236","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
Hunderenveldlaan 10","Semi-public"
"1681718724-5237","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
avenue Coghen 224","Semi-public"
"1681718724-5238","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
avenue huldergem 24","Semi-public"
"1681718724-5239","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
AVENUE DES MILLE METRES 59","Semi-public"
"1681718724-5240","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Rue de la Tribune 12","Semi-public"
"1681718724-5241","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
rue de l'Aéronef 2","Semi-public"
"1681718724-5242","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Linthoutstraat 150","Semi-public"
"1681718724-5243","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Rue Van Dyck 13-15-17","Semi-public"
"1681718724-5244","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Vilvoordesteenweg, 140","Semi-public"
"1681718724-5245","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1210 Saint-Josse-Ten-Noode
Rue de la Charité 17","Semi-public"
"1681718724-5246","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Rue Général Biebuyck 40","Semi-public"
"1681718724-5247","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
Italian Fashion - Laerbeeklaan 72","Semi-public"
"1681718724-5248","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1932 elec-postal-1932
Leuvensesteenweg 320","Semi-public"
"1681718724-5249","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Rue du mail","Semi-public"
"1681718724-5250","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Chaussée d'Anvers Chaussée d'Anvers, 150","Semi-public"
"1681718724-5251","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
Rue des Anciens Etangs 48","Semi-public"
"1681718724-5252","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Chemin Vert 2","Public"
"1681718724-5253","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
De Frélaan 206","Semi-public"
"1681718724-5254","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Avenue Albert Giraud 29","Semi-public"
"1681718724-5255","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1050 Elsene
Rue du Trône 131","Semi-public"
"1681718724-5256","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
Rue François-Joseph Navez 69","Semi-public"
"1681718724-5257","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
12 All. de la Recherche","Semi-public"
"1681718724-5258","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
Stapelhuisstraat 13","Semi-public"
"1681718724-5259","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1130 Haren
Raketstraat 40","Semi-public"
"1681718724-5260","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Lenniksebaan 451","Semi-public"
"1681718724-5261","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1120 Neder-Over-Heembeek
Vilvoordsesteenweg 46","Semi-public"
"1681718724-5262","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1041 Brussels
GRAYSTRAAT 102","Semi-public"
"1681718724-5263","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
GOEDE HERDERSTRAAT 59","Semi-public"
"1681718724-5264","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
HAACHTSESTEENWEG 1031","Semi-public"
"1681718724-5265","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
MAURICE HERBETTELAAN 57","Semi-public"
"1681718724-5266","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
STALLESTRAAT 161","Semi-public"
"1681718724-5267","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
P DE COCKSTRAAT 5","Semi-public"
"1681718724-5268","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1020 Laeken
MAURICE DE MOORPLEIN 7","Semi-public"
"1681718724-5269","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
EGIDE VAN OPHEMSTRAAT 50","Public"
"1681718724-5270","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
V. ROUSSEAULAAN 208","Public"
"1681718724-5271","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
RUE LEOPOLD I 511B","Semi-public"
"1681718724-5272","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
BOULEVARD DU TRIOMPHE 20","Semi-public"
"1681718724-5273","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
JERUSALMSTRAAT 8-16","Semi-public"
"1681718724-5274","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1090 Jette
CHAUSSEE DE JETTE 389","Semi-public"
"1681718724-5275","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
STEENWEG NAAR GENT 362","Public"
"1681718724-5276","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Maurice Herbettelaan 63","Semi-public"
"1681718724-5277","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1130 Haren
Sint Stevens Woluwestraat 55","Semi-public"
"1681718724-5278","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
26 Rue Alexis Mousin","Public"
"1681718724-5279","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
Egide Rombauxsquare","Public"
"1681718724-5280","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
74 Rue P. Van Obberghem","Public"
"1681718724-5281","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
7 Rue François Vervloet","Public"
"1681718724-5282","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
1326 Chaussée de Waterloo","Public"
"1681718724-5283","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
173 Avenue L. Gribaumont","Public"
"1681718724-5284","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
185 De Ribaucourtstraat","Public"
"1681718724-5285","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
101 Avenue Heydenberg","Public"
"1681718724-5286","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
14 Place Reine Paola","Public"
"1681718724-5287","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
49 Rue Berthelot","Public"
"1681718724-5288","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Avenue Louise 441","Public"
"1681718724-5289","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
60 Rue de Theux","Public"
"1681718724-5290","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
6 Avenue Nestor Plissart","Public"
"1681718724-5291","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
35 Boulevard du Neuvieme de Ligne","Public"
"1681718724-5292","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
84 Rue Timmermans","Public"
"1681718724-5293","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
34 Rue de la mutualité","Public"
"1681718724-5294","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1130 Haren
1667 Chaussée de Haecht","Public"
"1681718724-5295","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
210 Rue Konkel","Public"
"1681718724-5296","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
33 Quai au Bois à Brûler","Public"
"1681718724-5297","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
18 Avenue des Mûriers","Public"
"1681718724-5298","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
7 Avenue des Cerisiers","Public"
"1681718724-5299","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
57b Avenue du Diamant","Public"
"1681718724-5300","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1082 Berchem-Sainte-Agathe
95 Rue du Grand Bigard","Public"
"1681718724-5301","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1170 Watermael-Boitsfort
64 Avenue des Princes Brabançons","Public"
"1681718724-5302","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
29 Avenue Wielemans Ceuppens","Public"
"1681718724-5303","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
23 Boulevard Léopold III","Public"
"1681718724-5304","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
16 Platanenstraat","Public"
"1681718724-5305","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1080 Molenbeek-Saint-Jean
1 Boulevard Edmond Machtens","Public"
"1681718724-5306","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
109 Rue Claessens","Public"
"1681718724-5307","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1081 Koekelberg
39 Avenue de Jette","Public"
"1681718724-5308","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1083 Ganshoren
65 Broustinlaan","Public"
"1681718724-5309","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
31 Rue de l'Industrie","Public"
"1681718724-5310","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
76 Rue Stévin","Public"
"1681718724-5311","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
110 Avenue Paul Hymans","Public"
"1681718724-5312","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1070 Anderlecht
8 Rue de Veeweyde","Public"
"1681718724-5313","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
85 Zevenbunderslaan","Public"
"1681718724-5314","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
490 Alsembergsesteenweg","Public"
"1681718724-5315","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
37 Avenue Eduard Speeckaert","Public"
"1681718724-5316","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
179 Avenue Voltaire","Public"
"1681718724-5317","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
152 Boulevard Brand Whitlock","Public"
"1681718724-5318","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
276 Oude Molenstraat","Public"
"1681718724-5319","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
Rue du Grand Duc 55","Public"
"1681718724-5320","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
5 Rue Paul Janson","Public"
"1681718724-5321","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
18 André van Hasseltstraat","Public"
"1681718724-5322","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
Warmoesberg 44","Public"
"1681718724-5323","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1150 Woluwe-Saint-Pierre
314 Avenue Grandchamp","Public"
"1681718724-5324","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1190 Vorst
81 Avenue Besme","Public"
"1681718724-5325","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
22 Rue H. Van Hoorde","Public"
"1681718724-5326","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
67 Rue des Coteaux","Public"
"1681718724-5327","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1160 Auderghem
17 Avenue Louis Vercauteren","Public"
"1681718724-5328","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1040 Etterbeek
49 Avenue des Celtes","Public"
"1681718724-5329","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1140 Evere
10 Rue de Genève","Public"
"1681718724-5330","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1180 Uccle
41 Rue Robert Scott","Public"
"1681718724-5331","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
46 Franklinstraat","Public"
"1681718724-5332","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
10 Place Jean Jacobs","Public"
"1681718724-5333","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1030 Schaerbeek
179 Avenue Dailly","Public"
"1681718724-5334","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1000 Brussels
66 Rue du Champ de la Couronne","Public"
"1681718724-5335","https://electrify.brussels/en/where-to-charge/list?order=field_operator&sort=desc","null","1200 Woluwe-Saint-Lambert
71 Avenue Paul Heymans","Public"
